id,name,a_prob,ab_prob,<=B_prob
109857,MARK ALAN EDWARDS,0.3960983130625988,0.016666666666666666,0.5872350202707345
110350,CATHERINE SMITH,0.7641088673580224,0.1382101771354784,0.09768095550649883
110430,ALEXANDRA WALTER,0.5101262222060541,0.2706943888666578,0.21917938892728803
111409,AMY WONG,0.4793685279089196,0.16166698237842667,0.3589644897126537
111417,KENNETH MICHAEL GOLDSTEIN,0.5451535740008864,0.22414848983231794,0.23069793616679565
111727,RICHARD HSUNG,0.5566526983434454,0.25427174386120344,0.18907555779535115
112870,OUMAR KABA,0.20313497884904444,0.14664970974586083,0.6502153114050949
112928,BRIAN STURTEVANT,1.0,0.0,0.0
113300,JAMES HURLEY,0.6859429377811731,0.22363604532722178,0.09042101689160512
114640,RANDOLPH FORD,0.18233725070042203,0.40639485570249184,0.41126789359708615
114937,KENNETH WINTER,0.36483624384460256,0.29773823277198025,0.3374255233834172
115083,EDWARD HANSON,0.24519786691334647,0.1082321418990241,0.6465699911876295
115173,SARAH DAVIS,0.4779104357849817,0.06160146708392322,0.4604880971310952
115214,MICHAEL SWIFT,0.5701489102721377,0.20992928037230704,0.21992180935555522
115977,ZHENGYU LIU,0.5912694141860809,0.28262840137840134,0.1261021844355178
116161,HEATHER ABERCROMBIE,0.9665938859120676,0.02525260934351843,0.008153504744413835
116175,KATHERINE MARTIN,0.6428571428571429,0.2380952380952381,0.11904761904761905
116530,EMILY HALL,0.8548207121097147,0.1281130208240182,0.017066267066267068
117305,JULIE D'ACCI,0.6396765713527577,0.2498289151728103,0.11049451347443193
117363,EDWIN TAYLOR,0.6451465201465201,0.2512655168905169,0.10358796296296297
117376,PAUL LAMBERT,0.5634992204062284,0.19957259472084268,0.2369281848729288
118505,GALEN ANILE MCKINLEY,0.3153662938851547,0.2193902897599285,0.4652434163549166
119694,SIMANTI LAHIRI,0.33774834437086093,0.271523178807947,0.39072847682119205
120021,RALPH CAGLE,0.43541868316868293,0.11164061170311168,0.45294070512820533
120495,DEBORAH SUZANNE CARR,0.7568727297446715,0.08941698308369331,0.15371028717163523
121498,DAVID RICHARD LEHENY,0.3584573336069586,0.3384768217038706,0.30306584468917075
121627,MARTHA FISCHER,0.8247568843298482,0.12251502425427768,0.052728091415874215
122009,MARY MEYERAND,0.810776293075291,0.12625504792914508,0.062968658995564
122803,ALECIA MAGNIFICO,0.6079077210307349,0.23172443558881095,0.16036784338045415
123084,ROBERT BEATTIE,0.8208075905567271,0.0954459552793319,0.08374645416394022
123093,JACOB STOCKINGER,0.6683855409419319,0.18304460090174374,0.14856985815632434
123417,AHNA SKOP,0.7589829151438244,0.14410471019800836,0.09691237465816699
124092,STEVEN FREDETTE,0.4340619410527018,0.2641025412096123,0.30183551773768563
124913,SUSAN LYN SCHAEFER,0.9572359662732279,0.020006599844200015,0.022757433882572176
125075,JEREMY FOLTZ,0.3029855434730702,0.23007614594607068,0.46693831058085916
126009,SARA CHRISTOPHERSON,0.2209096768541463,0.09461786000350429,0.6844724631423494
126549,MICHAEL CONNORS,0.9145670057833875,0.04679081817114482,0.03864217604546721
126613,ERIK GUNNESON,0.3588442815142584,0.354693419007781,0.2864622994779602
126882,ARIC PHYLLIP RINDFLEISCH,0.5448713961942533,0.415791887389274,0.039336716416472635
127660,PATRICK RUMBLE,0.7421240660859699,0.22472619157321858,0.03314974234081155
128102,ELLEN MARY RAFFERTY,0.35279477415783556,0.2529722807237039,0.39423294511846063
129415,ANATOLE BECK,0.32488666113103376,0.20731045049365895,0.46780288837530726
129440,JANET MERTZ,0.7777903256164125,0.09548277809147375,0.1267268962921137
129473,NINA SOPHIE HASEN,0.35784313725490197,0.049019607843137254,0.5931372549019608
129948,CONSUELO LOPEZ SPRINGFIELD,0.4856601731601732,0.25216450216450215,0.2621753246753247
130429,CHRISTINA MATTA,0.2892423970285956,0.3600627439678153,0.350694859003591
130652,JAMES DAVIS,0.8155746289743967,0.16782873237014104,0.016596638655462185
131077,TERESA JEAN WELCH,0.5363852813852814,0.08519209956709957,0.3784226190476189
131706,MONA CANTOR WASOW,0.5652173913043478,0.30434782608695654,0.13043478260869565
131742,TIMOTHY SMEEDING,0.6370959449906818,0.2798631193368035,0.08304093567251461
131847,MOLLY BENJAMIN PATTERSON,0.21212121212121213,0.30303030303030304,0.48484848484848486
131924,MARY MCCOY,0.48416393583931416,0.3546874967593167,0.1611485674013691
132528,JOAN LOUISE PARRISH,0.9170454545454542,0.05454545454545456,0.028409090909090922
132948,ALAN GINSBERG,0.95,0.03333333333333333,0.016666666666666666
133293,JOSHUA LAPIN,0.8845782609989988,0.09648267429922461,0.018939064701776566
133323,DAVID EVANS,1.0,0.0,0.0
133526,ROBIN KURTZ,0.36557450318275986,0.19609315072700031,0.4383323460902393
134127,ROXANE FELICE GORBACH,0.6786932883389577,0.19065563233167282,0.13065107932936953
134134,LAURIE CLARK,0.9212974391595434,0.043266207556872056,0.03543635328358466
134807,DEBORAH MORITZ,0.1419279200005457,0.0028864059590316578,0.8551856740404228
135311,PETER LEEDS,0.6028819196563949,0.11585056054450638,0.2812675197990989
135367,MICHELE LA VIGNE,0.42000192847290546,0.04156463035796609,0.5384334411691287
136037,THOMAS YEN,0.6876380446516724,0.21342888132126853,0.09893307402705898
136980,JENNIFER SMILOWITZ,0.5037582666678639,0.30886576316085507,0.18737597017128085
137866,RICKI COLMAN,0.988095238095238,0.0,0.011904761904761904
138086,CHRISTINE SORKNESS,0.6540300345818341,0.16458611634591977,0.18138384907224617
138115,WILLIAM HOULIHAN,0.3291292041292041,0.03875291375291375,0.6321178821178821
138311,ALEXANDRA HUNEEUS,0.38673839419121053,0.1368607475583059,0.47640085825048367
138685,SPENCER BLACK,0.7041666666666666,0.20833333333333334,0.08750000000000001
138815,ROBERT SCHWARZ,0.3441666666666666,0.3219444444444445,0.33388888888888885
139874,SUSAN THIBEAULT,0.968192918192918,0.01746031746031746,0.014346764346764344
140446,WILLIAM RISLEY,0.48702011552159624,0.18827689360314878,0.32470299087525495
140450,CAROLINE PAULA HOFFMAN,0.88,0.12,0.0
140460,SUSAN HORWITZ,0.8682606138674418,0.0599558100095701,0.0717835761229876
140553,RUTH SULLIVAN,0.5242620167189133,0.20294073742349605,0.2727972458575907
140812,MICHAEL THOMAS,0.7104305361726939,0.1268640060528991,0.1627054577744071
141513,THERESA YOUNG,0.9844605005621955,0.015539499437804524,0.0
141624,JEAN PETERSEN,0.9105652061187451,0.06482369717396941,0.024611096707285455
142065,GERARD KUPPERMAN,0.5294117647058824,0.47058823529411764,0.0
142135,VIRGINIA HAYES,0.13506958338891115,0.0,0.8649304166110889
142280,KYLE METZLOFF,0.2693602693602694,0.35353535353535354,0.3771043771043771
142415,STEVEN MILLER KIMBALL,0.7647058823529411,0.23529411764705882,0.0
142740,ROBERTA RIPORTELLA,0.6872637996322984,0.16773816662288848,0.1449980337448129
143112,JANE KOENIG,0.4181630127717915,0.2892074740357181,0.2926295131924905
143465,LISA PHOTOS,0.2591090926617242,0.3632002865555497,0.377690620782726
143932,ISMOR FISCHER,0.3646285653060383,0.14833521047842685,0.487036224215535
145122,MICHELLE QUINN,0.8540003782480206,0.09751603246541264,0.04848358928656657
145607,JANE PEARLMUTTER,0.7032076823466564,0.22707050972803064,0.069721807925313
145792,JEANNETTE DELOYA,0.7326795141133376,0.21619614726232372,0.05112433862433862
146007,PETROVNIA CHARLES,0.3696581196581197,0.5070779914529915,0.1232638888888889
146240,AARON CARREL,0.7635453918062614,0.17347700608570174,0.06297760210803689
146785,ROBIN WHITTY,0.93921737190131,0.030987748726152158,0.029794879372537608
146839,MONIKA ELKE WINGATE,0.6761069265104416,0.1881575801052128,0.13573549338434562
147353,JO HANDELSMAN,0.9541666666666666,0.03333333333333333,0.0125
147379,AMI RODLAND,0.7906955737558355,0.15181775279281673,0.057486673451347364
147387,ANN PALMENBERG,0.8372835497835497,0.10962602212602213,0.053090428090428084
147836,EARLISE WARD,0.7632425921485936,0.18447247542099476,0.0522849324304116
147868,BEVERLY GORDON,0.5871482461159094,0.14002607083266513,0.2728256830514253
147927,CHRISTOPHER ASHLEY,0.4628617986951319,0.04910353535353534,0.48803466595133266
148150,RICKY SANDLER,0.7157180511338511,0.1915292304256315,0.09275271844051747
148622,GREGORY GELEMBIUK,0.2373269971597234,0.3010660063019153,0.4616069965383608
149073,MICHAEL PATRICK GORMAN,0.3740391625355893,0.28316342963126895,0.3427974078331416
149082,NINA CAMIC,0.4050360502159221,0.051496732480834584,0.543467217303244
150477,BENJAMIN RAIKLIN,0.4385414226750872,0.3282402110302787,0.23321836629463416
150785,LEE C VERMEULEN JR,0.527278796596042,0.2864811606666607,0.1862400427372969
152243,KATHRYN THORPE WHEELER,0.45454545454545453,0.18181818181818182,0.36363636363636365
152496,J R PAUL-MURPHY,0.7037645898405392,0.08079894788755548,0.21543646227190533
152969,HELEN MARIE THIELKE,0.8571428571428571,0.10714285714285714,0.03571428571428571
154344,JESSICA CONAWAY,0.7664897147915722,0.10854131712800441,0.12496896808042317
155005,PATRICIA GRACE DEVINE,0.928217069015643,0.028610049561765247,0.043172881422591805
155385,MICHAEL GOULD,0.8354922854922855,0.08773448773448773,0.07677322677322677
155628,WILLIAM HICKEY,0.4920262552815348,0.19503553933465992,0.3129382053838052
156269,SACHIN TULI,0.36427937751981493,0.2538902970227724,0.38183032545741286
156481,CATHERINE MIDDLECAMP,0.7095960933203579,0.11859214748275505,0.17181175919688632
156923,DIANA WHEELER,0.7087397007554709,0.09165321509845503,0.19960708414607414
157057,STEVEN BERNARD ZWICKEL,0.49580797088680845,0.3080001017748246,0.19619192733836707
157141,JED COLQUHOUN,0.95,0.025,0.025
157580,WALTER DICKEY,0.2541499177952899,0.0014492753623188406,0.744400806842391
157585,DONNA LYNN PECKETT,0.9821428571428572,0.0,0.017857142857142856
157982,KATHERINE HENZLER,0.9100505050505049,0.04595959595959596,0.043989898989898996
158731,LEON WEINTRAUB,0.4286463332419214,0.4462654543169249,0.12508821244115362
159304,PHYLLIS SANFILIPPO,0.4744450129806172,0.26655813684242574,0.25899685017695695
160360,LORI ANN STRELOW,0.6328385899814472,0.18659554730983302,0.18056586270871985
160531,CLAUDE HEINTZ,0.9917335953520163,0.0042293233082706765,0.004037081339712919
162666,LILLIAN TONG,0.8537422478585345,0.10473328062161931,0.04152447151984617
162733,ENID HALEY WILLIAMS,0.7777777777777778,0.0,0.2222222222222222
163240,SARA BRINGMAN,0.9825402816118397,0.007987189440993789,0.009472528947166629
163266,STEVEN ACKERMAN,0.6553593586826081,0.15404114233846397,0.19059949897892786
163286,BETH HANDLER,0.9267781110106934,0.04559034033889979,0.027631548650406696
163725,CORNELIA GORDON-HEMPE,0.5896086840813008,0.24301346726296014,0.16737784865573913
164437,ELIZABETH HEINER,0.49999999999999994,0.0,0.5
164464,DOUGLASS HENDERSON,0.3409976065085975,0.2454493700099869,0.41355302348141554
164568,THEODORE GERBER,0.6239013060400416,0.1752839696469475,0.20081472431301087
164912,RICARDO LLOYD,0.6533613445378151,0.2065826330532213,0.1400560224089636
164989,JERRY YIN,0.6786255910148523,0.11163088056539823,0.2097435284197496
165127,KATRINA THOMPSON,0.579078194231647,0.20602146030534776,0.21490034546300535
165428,NANCY PIERCE,0.6176470588235294,0.23529411764705882,0.14705882352941177
165539,JEFFREY HENRIQUES,0.30374348386238903,0.1376747765259197,0.558581739611691
165701,EUGENE MC NALLY,0.20833333333333334,0.6666666666666666,0.125
166202,JOSHUA HENDERSON MORRILL,0.1951697676113694,0.3971003710992587,0.40772986128937183
166207,CAITILYN ALLEN,0.3814028068975716,0.23996384838275156,0.37863334471967697
166509,VICTORIA FRANK,0.19923776066739585,0.34187761440181397,0.4588846249307903
166638,EDWIN SIBERT,0.4408159741974764,0.14586849038981806,0.41331553541270555
166737,ANNE GRIEP,0.6107937392785633,0.13134534907836012,0.2578609116430766
166746,JENNIFER TISHLER,0.5445609179190529,0.23521481701917674,0.22022426506177023
167310,ANNA HALEY-LOCK,0.7138202897389109,0.24746879106984074,0.03871091919124836
167461,JOSEPH LORIS SKULAN,0.28399945653204706,0.2430549765010212,0.47294556696693174
167815,KAREN WASSARMAN,0.599655965414856,0.11541102649668822,0.28493300808845573
168042,KATHRYN MOELLER,0.6741626250556654,0.20895709214201286,0.1168802828023218
168382,BRUCE KLEIN,0.9857142857142858,0.0,0.014285714285714285
168551,STEVEN LARONGA,0.8293503256003255,0.048490028490028494,0.1221596459096459
170253,JONATHAN KNAUSS,0.361639525609506,0.27062328593524304,0.367737188455251
171261,ELIZABETH THOMOVSKY,1.0,0.0,0.0
172036,LOUIS ARMENTANO,0.5821772948739445,0.16431831359945478,0.2535043915266008
172570,LESLEY SAGER,0.607700783990092,0.2562450686885899,0.13605414732131826
173658,MICHAEL JOHN STREIBEL,0.9773667410031047,0.012471030652848835,0.010162228344046526
174335,ROBERT LAVIGNA,0.6625,0.3375,0.0
176193,MARGARET SLEEPER,0.8085810573810719,0.15153995755997993,0.039878985058947866
176537,ERIK DENT,0.7836560766878645,0.0950546388001381,0.12128928451199755
177229,AUDREY CONN,0.8331715671800738,0.1263231948809148,0.040505237939011215
177296,MARY LINDSEY CARNES,0.9534416605773738,0.02266036266651746,0.023897976756108778
177304,MICHAEL SCHATZBERG,0.29052099914409785,0.30779783194309496,0.40168116891280736
177305,BARRY FOX,0.6115384615384616,0.1935897435897436,0.19487179487179485
177381,PAUL TIMOTHY SHATTUCK,0.22023809523809523,0.5297619047619048,0.25
180004,MARSHA LEE RATHER,0.5307692307692308,0.4358974358974359,0.03333333333333333
180976,ERIN WILSON,0.6580837463190404,0.23926686059039,0.10264939309056956
181060,ANDREW BERSCH,0.9342105263157895,0.05263157894736842,0.013157894736842105
181444,DONALD HARMATUCK,0.32023879954326273,0.26838090047532476,0.4113802999814124
182009,FRANCIS JOHN PETRIELLO,0.26358639702310954,0.2750517081577633,0.4613618948191271
182558,DANIEL KAPUST,0.4153622965864251,0.37667800397353707,0.20795969944003792
182590,JENNIFER WANG,0.3047701670981728,0.418203981419745,0.277025851482083
183554,AMY SLOANE,0.8186709601474791,0.13437669846790934,0.046952341384611906
183810,ROBERT HANLE,0.8888888888888888,0.1111111111111111,0.0
183898,PAUL CONNER,0.21409924763789312,0.1159419197986404,0.6699588325634666
185378,BENJAMIN DYKMAN,0.33355718029027176,0.19278414811431893,0.47365867159540936
185429,MATTHEW BANKS,0.541970917185945,0.1783644699249126,0.2796646128891423
186266,BARRY PERKEL,0.2961134453781513,0.3610294117647059,0.34285714285714286
186671,SOFIA SAMATAR,0.5141561133102488,0.2017088305387178,0.2841350561510337
186793,JAMES VER HOEVE,1.0,0.0,0.0
186939,CECILE DAVID,0.5347855454238433,0.16261398176291791,0.3026004728132388
186955,GRACE BOEKHOFF-FALK,0.915140415140415,0.06776556776556776,0.017094017094017092
187476,KAREN CLEO ANDERSON HOLDEN,0.7114465695780574,0.2069828119784867,0.08157061844345581
188370,DAVID BART,0.684713106951052,0.13510480326333363,0.18018208978561426
188873,WILLIAM WEIDANZ,0.9682539682539683,0.031746031746031744,0.0
189101,DOUGLAS HADLEY,0.4114884330909504,0.1986872104087636,0.38982435650028774
189144,MATTHEW FLOYD NICHTER,0.38565384351154985,0.20137559312718686,0.4129705633612633
189155,JILL WILDONGER,0.6110662565608518,0.07066636558157573,0.31826737785757264
189743,GIOVANNA MICELI JEFFRIES,0.4170266711201106,0.272954181236553,0.3100191476433362
190420,SETH POLLAK,0.8601485551549568,0.05951320623718109,0.08033823860786204
190421,HELAINE IRIS KRIEGEL,0.6666666666666666,0.1111111111111111,0.2222222222222222
190882,KAELYN ELIZABETH STILES,0.3672588154493083,0.30142061432334966,0.3313205702273419
191166,PHILIP BRADBURY,0.5170522363480666,0.2719030366906001,0.21104472696133325
192374,AMY BREE BECKER,0.39651667635754206,0.33594208551555266,0.26754123812690517
193320,WILLIAM CHARLES SONZOGNI,1.0,0.0,0.0
194439,BENJAMIN ROBERT LIBLIT,0.4136633444781108,0.20898576008045847,0.3773508954414306
195426,ALLISON METZ,0.19026547650708744,0.4202713021504964,0.3894632213424163
195780,MARGARET CLAGETT-DAME,0.676062519881926,0.1313696755137116,0.19256780460436235
195788,CHING KUNG,0.7209166993888168,0.06035611904207292,0.2187271815691103
196132,PATRICIA FLATLEY BRENNAN,0.799034039243557,0.12793360769474832,0.07303235306169473
196664,AVIVA KAISER,0.16041905711007567,0.0137612414882229,0.8258197014017019
196709,CHRISTOPHER G. CARLSON-DAKES,0.8082189763784361,0.1009392981137827,0.09084172550778133
197360,THOMAS SUTULA,0.9651423956664427,0.008981200791545619,0.025876403542011525
197375,AUDREY TLUCZEK,0.9010179305750554,0.061123840381771995,0.037858229043172556
197621,WILLIAM AQUILINO,0.42657806755979133,0.3605332115868419,0.21288872085336683
197786,ANDREW GREENBERG,0.6127189348956742,0.1614387639027193,0.22584230120160623
197895,PATTARAPONG PAKPOOM,0.22464633901605688,0.1459826047117188,0.6293710562722244
197964,SUSAN RILEY,0.5961057315004682,0.22004196096301357,0.18385230753651807
198528,ARISTOTLE GEORGIADES,0.8981987447385366,0.06200837421101263,0.039792881050450236
198783,JOHN FRANCIS,0.8649368175683965,0.08070175438596491,0.054361428045638566
199046,JUDITH LEAVITT,0.5510198925357623,0.3396792147862517,0.10930089267798593
199430,LESLIE ANN HOWARD,0.8287711053683471,0.16213798554074377,0.009090909090909092
199727,MARTHA GAINES,0.46485815182696966,0.05238220646874493,0.4827596417042855
199754,DONALD ROY MOSKOWITZ,0.2509494595384166,0.19266725094945955,0.5563832895121239
200343,GREGORY FRANCIS NELLIS,0.5216512626712205,0.20353469540685937,0.27481404192192027
200572,MICHAEL CURTIN,0.7838046379713046,0.10418752085418752,0.11200784117450785
201172,DEBRA SHAPIRO,0.6590741477307179,0.275224593614224,0.06570125865505863
201376,LYNETTE A. WENTZELL,0.7875764041056394,0.14504622688655672,0.06737736900780379
201445,GARY WEISMER,0.7022135204231197,0.11487366961025385,0.18291280996662634
201720,M LORRAINE RONDON,0.44627710008873905,0.25942202487684907,0.2943008750344118
201810,AMY BARRY,0.7158296210592128,0.22279574167329258,0.06137463726749441
201929,DONALD GILLIAN-DANIEL,0.8085334933755886,0.10633110557890472,0.08513540104550686
202218,AMANDA KENNY,0.6517711062190139,0.3112604207520475,0.03696847302893774
202405,MORRIS DAVIS,0.40599060941438203,0.3052646278266345,0.2887447627589836
202419,CAMILLE YVONNE BERNIER,0.35856573705179284,0.23904382470119523,0.40239043824701193
202813,MICHAEL KISSICK,0.6087442153434801,0.3397027543534897,0.0515530303030303
203263,RONALD DIAMOND,1.0,0.0,0.0
203607,HARRY READ,0.18230593413075166,0.16437252933603297,0.6533215365332153
203911,AYAKO YOSHIMURA,0.593054930774229,0.2708127155495576,0.13613235367621332
204277,WILLIAM GARTNER,0.32119212205393033,0.24506880484462873,0.43373907310144094
204338,MARK SACCHETTI,0.6761069164802386,0.1568831562266965,0.16700992729306488
204353,TRAVIS RAYNE PICKERING,0.3438374010955306,0.08463749869176489,0.5715251002127043
204546,JOANNE ROBBINS,0.9737654320987654,0.013888888888888888,0.012345679012345678
204832,TAMARA GRECO,0.24615384615384617,0.12307692307692308,0.6307692307692307
205053,ANNE MULHERN,0.38461538461538464,0.23076923076923078,0.38461538461538464
205554,SHANNON BARRY,0.747266906762705,0.22082833133253302,0.0319047619047619
205756,RICHARD JAY SHATEN,0.5439407889923378,0.19423219013299378,0.26182702087466836
206050,SARAH PFATTEICHER,0.7355546648882786,0.1322976429201116,0.13214769219160993
206470,BRYAN NOWICKI,0.18057342386610678,0.0,0.8194265761338932
206619,RANDY SHAVER,0.7777299231380864,0.08036708189769415,0.14190299496421946
206857,GREGORY BOND,0.4806590780784329,0.2891561962529704,0.23018472566859666
207204,KYUNGMANN KIM,0.5371790382819794,0.3207446311858077,0.14207633053221289
207430,KATRINA VIVIANO,0.9972616727002692,0.0,0.0027383272997308084
207588,JOY ALTWIES,0.7540991902834009,0.18743252361673418,0.05846828609986505
207613,JIHYEON JACEE CHO,0.7958410910463039,0.09101379376347993,0.11314511519021642
207953,DOUGLAS BRADLEY,0.5170254702812057,0.21277631500303565,0.27019821471575856
208040,GREGG ALDEN MITMAN,0.6684321164363182,0.18165909619143086,0.1499087873722511
208564,WILLIAM REESE,0.5999431757205953,0.21929491391326464,0.18076191036614025
208572,WILLIAM BLAND,0.7495222613915751,0.10323595803018142,0.1472417805782434
208573,SCOTT LINDSTROM,0.9821428571428571,0.0,0.017857142857142856
209156,JOHN DOEBLEY,0.720231062798361,0.06906569692755184,0.2107032402740871
209480,KATHRYN HOLTGRAVER,1.0,0.0,0.0
209485,PAUL SCHWARTZ,0.3839398734177215,0.5343354430379746,0.0817246835443038
209560,CRAIG CONNER,0.7741935483870968,0.16129032258064516,0.06451612903225806
209837,STEVEN PATTON,0.5,0.3,0.2
210075,JEANNE HAMERS,0.3411755963974783,0.1204274291348165,0.5383969744677051
210206,STACY LEE KILLINGER,0.9145999561440737,0.049098389355742296,0.03630165450018391
210319,CARRIE LABOSKI,0.8888888888888888,0.1111111111111111,0.0
210380,JOHN GREENLER,0.5162318188633978,0.19811815864447438,0.28565002249212773
211894,ERIC ENGLUND,1.0,0.0,0.0
212024,SHIFRA SHARLIN,0.7123853362986889,0.14702224352885584,0.14059242017245524
212151,GAIL CHODRON,0.5351851851851851,0.3861111111111111,0.07870370370370369
212456,SEAN FLYR,0.837037962037962,0.04957542457542457,0.11338661338661336
212631,AMIHAN HUESMANN,0.8888888888888888,0.06944444444444445,0.041666666666666664
213701,JASON OAKLEY,0.18891097976945384,0.1892351172452254,0.6218539029853207
214540,REKA SUNDARAM-STUKEL,0.19230769230769232,0.3076923076923077,0.5
215332,SHAWN PETERS,0.5417891268330354,0.2850353459455874,0.1731755272213776
215947,WOLFGANG MENZEL,0.3737373737373737,0.2996632996632997,0.3265993265993266
216072,JAMES SEWARD,0.7872742793406097,0.15327579269596417,0.05944992796342615
216255,NADINE CONNOR,0.9262855521231351,0.06717033674606017,0.00654411113080468
216391,HELEN MARY KINSELLA,0.5773165243379563,0.20873841394702417,0.21394506171501956
216917,DAVID DANIEL SOKOL,0.8333333333333334,0.0,0.16666666666666666
219240,RONNA ABBE POPKIN,0.5010582424017859,0.325463942039068,0.17347781555914607
220180,ADRIAN COHEN,0.5192106761551206,0.007787274453941121,0.47300204939093826
220344,JENNIFER RATNER,0.4256668899589607,0.28571041883816845,0.2886226912028706
220620,SUSAN NELSON,0.6,0.16153846153846155,0.23846153846153847
220703,BERNARDO WENTWORTH HOES,0.7857142857142857,0.14285714285714285,0.07142857142857142
221730,ERIC GRODSKY,0.8633017333493112,0.08110117487280118,0.055597091777887624
222930,JOHN NEAL,0.4257080738211409,0.02541066814322628,0.5488812580356327
222999,RHEA LAWSON,0.5416666666666666,0.16666666666666666,0.2916666666666667
223341,PEGGY KONG,0.34060721062618593,0.461100569259962,0.198292220113852
223796,JUDITH M. ETTINGER,0.9576530612244899,0.03282312925170068,0.009523809523809523
224337,DAVID FOSTER,0.39112789147850374,0.19527691717279955,0.4135951913486966
224653,EDWARD VOPAL,1.0,0.0,0.0
224672,RUTH GURGEL,0.8620624247029095,0.09444697451132177,0.04349060078576884
225034,LEILA MARIE HARRIS,0.8417132033544931,0.09340610723343201,0.06488068941207502
225192,CHRISTOPHER GANSKE,0.4033788453434471,0.2218769490096924,0.3747442056468605
225350,WILLIAM CUDLIPP,0.42589854618930495,0.25963861092147555,0.3144628428892195
225453,MARTHA BLALOCK,0.6356236259908581,0.3420534504372701,0.02232292357187187
225566,JONATHAN MC ANULTY,0.8836591466746879,0.038143368695914434,0.07819748462939759
226008,KERSTIN ANN SCHAARS,0.45688502673796794,0.3606283422459893,0.1824866310160428
226335,JAMES BURTON,0.8055555555555556,0.11666666666666665,0.07777777777777777
226384,MICHAEL ROSS CARTER,0.258211589371507,0.2831486747066706,0.4586397359218224
226621,LINDA PARK,0.6261432346491858,0.306279974955,0.06757679039581437
226624,MATTHEW WALSH,0.7394368273625239,0.18348076072534278,0.07708241191213328
226927,CAREY MARIE WATTERS,0.47307041697797997,0.27547872295771453,0.25145086006430545
227906,JOHN CAMPBELL,0.7272727272727273,0.13636363636363635,0.13636363636363635
227946,MARK LEDERER,0.19151623297876025,0.29392259450469493,0.5145611725165449
227960,PETER GOTTLIEB,0.7155760905760906,0.2665667665667666,0.017857142857142856
228036,THOMAS WAYNE STILL,0.662702112472379,0.20064811945721173,0.13664976807040924
229997,ALISON BRIDGER,0.5016025641025641,0.4358974358974359,0.0625
231287,F SIDO,0.4699017392041936,0.2623291315922305,0.26776912920357593
232239,HOPE WINSTON RENNIE,0.798941798941799,0.12698412698412698,0.07407407407407407
232424,MARINA GALLIN DE PABLO,0.8326549072817729,0.11013116236996834,0.05721393034825871
232828,NELLIE LAUGHLIN,0.3064699493437267,0.17765283415027242,0.5158772165060008
232890,DEIDRE ROBINSON,0.8105999116858097,0.10711402480459616,0.08228606350959418
233013,ELIZABETH COX,0.9285714285714286,0.03571428571428571,0.03571428571428571
233907,JAVIER CALDERON,0.9563630813630813,0.034978909978909976,0.008658008658008658
